index,Position,Season,Tm,G,W,L,Win_pct,MOV,SOS,SRS,ORtg,DRtg,Pace,TS_pct,eFG_pct,TOV_pct,ORB_pct,FT_FGA,Opp_eFG_pct,Opp_TOV_pct,opp_DRB%,Opp_FT_FGA
199,0,2012-13,SSS,34,21,13,0.6176,5.12,-0.38,4.74,106.8,100.2,76.2,0.541,0.5,14.7,27.7,0.213,0.484,17.5,70.3,0.187
200,0,2012-13,COS,34,25,9,0.7353,4.21,-0.86,3.35,103.3,98,77.8,0.525,0.473,15.7,29.2,0.234,0.475,17.4,70.2,0.172
201,0,2012-13,ATD,34,19,15,0.5588,2.82,-0.24,2.59,98,94.5,78.7,0.509,0.465,17.6,29.6,0.225,0.46,19,70.9,0.209
202,0,2012-13,CSK,34,14,20,0.4118,-0.24,0.16,-0.08,97.4,97.7,75.6,0.515,0.478,19.6,32.8,0.196,0.475,18,74.9,0.245
203,0,2012-13,SES,34,16,18,0.4706,-0.41,-0.03,-0.44,95.6,96.2,74.2,0.534,0.493,20.3,22.5,0.221,0.438,15.5,70.4,0.209
204,0,2012-13,NYL,34,15,19,0.4412,-4.15,0.22,-3.93,96.1,101.6,76,0.501,0.469,18.3,29.9,0.151,0.475,16.2,68.4,0.208
205,0,2012-13,TSH,34,9,25,0.2647,-6.97,1.17,-5.8,98,106.9,77.9,0.505,0.464,16.2,26.5,0.213,0.531,20,66.2,0.241
206,0,2012-13,WAM,34,5,29,0.1471,-9.71,0.93,-8.78,91.6,104.6,74.6,0.486,0.446,19.2,30.3,0.198,0.5,17.9,68.9,0.248
207,0,2012-13,PHM,34,7,27,0.2059,-12.24,1.49,-10.75,93,108.3,79.5,0.472,0.424,17.3,32.6,0.209,0.49,14.2,70,0.232
208,0,2013-14,MLY,34,26,8,0.7647,9.35,-0.4,8.95,107.9,95.7,76.6,0.541,0.502,13.7,29.9,0.2,0.446,16,74.5,0.212
209,0,2013-14,LAS,34,24,10,0.7059,6.97,-0.14,6.84,104.5,95.7,77.5,0.543,0.499,15.7,27.9,0.229,0.442,16.7,70.9,0.218
210,1,2013-14,CSK,34,24,10,0.7059,5.85,-1.2,4.65,103.1,95.5,76.7,0.514,0.455,14.2,30.5,0.265,0.439,14.8,74.6,0.197
211,0,2013-14,ATD,34,17,17,0.5,1.5,-0.71,0.79,96.6,94.7,79.1,0.492,0.449,16.2,29.5,0.211,0.45,18.5,71.1,0.236
212,0,2013-14,INF,34,16,18,0.4706,0.35,-0.77,-0.41,97.3,96.8,72,0.486,0.436,15.4,30.1,0.222,0.469,19.4,70.4,0.241
213,0,2013-14,WAM,34,17,17,0.5,0.09,-0.27,-0.18,97.7,97.6,77,0.501,0.448,16.7,29.1,0.245,0.449,15.6,71.4,0.218
214,0,2013-14,PHM,34,19,15,0.5588,-0.56,0.57,0.01,101.3,102,78.3,0.544,0.49,17.1,24.6,0.264,0.45,12.8,72.7,0.236
215,0,2013-14,TSH,34,11,23,0.3235,-2.24,0.77,-1.47,99.4,102.3,75.7,0.51,0.456,16.7,28.6,0.25,0.488,17.2,69.4,0.223
216,0,2013-14,SES,34,17,17,0.5,-2.38,0.49,-1.9,97.6,100.9,72.7,0.524,0.47,18.8,25.9,0.248,0.468,15.8,71.9,0.246
217,0,2013-14,COS,34,10,24,0.2941,-5.82,0.22,-5.6,92.4,100,76.6,0.468,0.43,15.8,27.8,0.172,0.466,16.6,68,0.216
218,0,2013-14,SSS,34,12,22,0.3529,-5.76,0.96,-4.81,95.2,102.8,75.5,0.481,0.443,15.2,26.6,0.179,0.493,17,70.5,0.217
219,0,2013-14,NYL,34,11,23,0.3235,-7.35,0.48,-6.87,90.5,100.1,76.1,0.472,0.431,18.4,29.9,0.184,0.452,13.5,72.9,0.205
220,0,2014-15,PHM,34,29,5,0.8529,9.41,-0.67,8.74,107.8,95.7,76.6,0.574,0.525,15.2,22.3,0.257,0.441,14.8,72.5,0.17
221,1,2014-15,MLY,34,25,9,0.7353,4.47,-0.14,4.34,105.6,99.8,76.5,0.541,0.495,14,25.9,0.224,0.469,14.6,74.9,0.183
222,0,2014-15,ATD,34,19,15,0.5588,2.06,-0.71,1.35,99,96.5,79.3,0.506,0.464,16.8,32.3,0.213,0.466,18.3,72.9,0.227
223,0,2014-15,WAM,34,16,18,0.4706,0.44,-0.59,-0.15,97.9,97.3,73.9,0.51,0.465,17.5,29.2,0.207,0.443,14.2,71.3,0.193
224,0,2014-15,LAS,34,16,18,0.4706,-0.21,0.57,0.36,99.1,99.4,76.7,0.519,0.477,16.3,26.3,0.2,0.485,18,72.5,0.21
225,0,2014-15,INF,34,16,18,0.4706,-0.97,-0.32,-1.29,99,100.3,73.8,0.509,0.459,16.9,30.5,0.245,0.473,17.7,71.9,0.28
226,0,2014-15,COS,34,13,21,0.3824,-1.82,-0.3,-2.12,97.9,100.2,76.5,0.486,0.446,15.9,32.5,0.189,0.474,17.5,70.5,0.252
227,0,2014-15,SAS,34,16,18,0.4706,-1.76,0.67,-1.1,102.3,104.6,74.9,0.522,0.479,14.5,25.4,0.196,0.507,16.2,73.3,0.213
228,0,2014-15,CSK,34,15,19,0.4412,-2.03,-0.19,-2.22,98.2,100.8,76.7,0.512,0.46,16.2,25.8,0.234,0.453,14.5,69.5,0.219
229,0,2014-15,TSH,34,12,22,0.3529,-2.09,0.71,-1.38,104.8,107.5,76.6,0.516,0.466,14.8,32.3,0.246,0.501,15.4,71.2,0.272
230,0,2014-15,NYL,34,15,19,0.4412,-3.06,-0.14,-3.2,94.4,98.4,75.6,0.491,0.445,16.4,26.6,0.213,0.465,15.3,74.8,0.206
231,0,2014-15,SES,34,12,22,0.3529,-4.44,1.11,-3.33,96.6,102.7,72.6,0.527,0.485,17.9,20.7,0.204,0.491,15.7,72.9,0.214
232,0,2015-16,CSK,34,21,13,0.6176,4.06,0.22,4.28,105.4,100.2,77.8,0.525,0.476,13.3,28.8,0.224,0.463,14.4,74.9,0.22
233,0,2015-16,MLY,34,22,12,0.6471,3.74,-1.09,2.65,100.5,95.5,74.8,0.517,0.472,15.2,26.2,0.206,0.453,14.9,76.8,0.176
234,0,2015-16,NYL,34,23,11,0.6765,3.32,0.28,3.61,97.4,93,75.8,0.505,0.455,16.6,29.2,0.236,0.438,16.8,78.3,0.234
235,0,2015-16,PHM,34,20,14,0.5882,2.85,-0.83,2.03,99.7,95.9,74.1,0.526,0.474,15.3,22.2,0.246,0.432,14.7,72.7,0.203
236,0,2015-16,WAM,34,18,16,0.5294,2.32,0.53,2.85,99.2,96.1,73.6,0.514,0.469,15.5,24.6,0.21,0.436,15.7,70.3,0.208
237,0,2015-16,INF,34,20,14,0.5882,1.88,0.57,2.45,101,98.5,76.4,0.521,0.465,16.2,28.4,0.262,0.475,18.4,72.9,0.248
238,0,2015-16,TSH,34,18,16,0.5294,0.65,-0.66,-0.01,102.9,102,75,0.5,0.44,13.9,31.4,0.271,0.482,15.9,74.1,0.244
239,1,2015-16,LAS,34,14,20,0.4118,-0.94,-0.72,-1.66,100.2,101.5,72.9,0.531,0.486,16,22.9,0.207,0.451,13,73.3,0.247
240,0,2015-16,COS,34,15,19,0.4412,-1.62,0.85,-0.77,99,101.2,74.1,0.503,0.468,15.4,26.9,0.176,0.477,17.2,70.6,0.244
241,0,2015-16,ATD,34,15,19,0.4412,-1.97,0.88,-1.09,98.6,101.1,78.3,0.501,0.447,17.1,32,0.246,0.477,17.7,73,0.295
242,0,2015-16,SES,34,10,24,0.2941,-5.65,-0.16,-5.8,93.2,100.7,75.6,0.519,0.473,18.2,17.3,0.212,0.47,14.8,74,0.219
243,0,2015-16,SAS,34,8,26,0.2353,-8.65,0.12,-8.53,89.6,101,75.7,0.469,0.419,16.1,23,0.21,0.487,15.2,73.8,0.176
244,1,2016-17,MLY,34,28,6,0.8235,8.82,-0.7,8.13,108.2,97.1,78.2,0.551,0.5,14.8,30.2,0.254,0.458,16.7,75.6,0.233
245,0,2016-17,LAS,34,26,8,0.7647,7.09,-0.77,6.31,107.8,98.6,76.4,0.574,0.533,15.9,22.3,0.229,0.471,16.1,73.2,0.201
246,0,2016-17,PHM,34,16,18,0.4706,1.29,-0.24,1.05,106.2,104.5,78.5,0.563,0.501,15.5,23,0.304,0.481,15.2,72.6,0.242
247,0,2016-17,NYL,34,21,13,0.6176,0.79,-0.07,0.72,101.6,100.6,78.3,0.517,0.466,15.7,29.6,0.246,0.456,13.7,76.1,0.245
248,0,2016-17,CSK,34,18,16,0.5294,0.62,-0.09,0.53,108.4,107.6,78.7,0.537,0.49,13.1,29.8,0.216,0.486,13.5,74.1,0.271
249,0,2016-17,SES,34,16,18,0.4706,0.62,0.17,0.76,104.9,104.1,76.7,0.565,0.514,16.8,22.1,0.25,0.482,14.2,72.1,0.204
250,0,2016-17,INF,34,17,17,0.5,-0.38,0.05,-0.33,103.7,104.2,77,0.542,0.486,16.5,26.8,0.258,0.508,17.7,73.3,0.273
251,0,2016-17,COS,34,14,20,0.4118,-1.38,0.05,-1.3,102.7,104.4,79.1,0.515,0.478,15,29.6,0.201,0.499,17.2,73.7,0.291
252,0,2016-17,WAM,34,13,21,0.3824,-1.47,0.13,-1.34,103.8,105.7,76.1,0.531,0.476,14.4,24.3,0.264,0.483,14.3,71.6,0.246
253,0,2016-17,ATD,34,17,17,0.5,-2.21,0.14,-2.06,101.1,103.9,79.1,0.508,0.449,14.7,30.5,0.293,0.47,14.7,71.9,0.252
254,0,2016-17,DAW,34,11,23,0.3235,-5.59,0.48,-5.11,102.9,109.9,78.6,0.511,0.45,14.7,29.3,0.277,0.51,14.7,70.7,0.272
255,0,2016-17,SAS,34,7,27,0.2059,-8.21,0.84,-7.37,94.4,105.1,75.5,0.49,0.439,16.1,24.2,0.22,0.477,14.8,71.3,0.282
256,0,2017-18,MLY,34,27,7,0.7941,11.12,-0.89,10.22,109.3,95.1,78.1,0.563,0.523,15.7,30.3,0.216,0.466,17.5,75.9,0.18
257,0,2017-18,LAS,34,26,8,0.7647,8.32,-0.74,7.59,107.1,96.4,77.4,0.564,0.52,15.2,22.2,0.225,0.477,18.5,74.1,0.212
258,0,2017-18,COS,34,21,13,0.6176,4.41,-0.28,4.14,106,100.6,81.1,0.531,0.493,13.4,27.3,0.206,0.479,15.2,77.6,0.222
259,0,2017-18,NYL,34,22,12,0.6471,3.12,-0.14,2.98,102.9,98.9,77.2,0.512,0.466,14.4,30.7,0.222,0.452,13.6,78.8,0.238
260,0,2017-18,WAM,34,18,16,0.5294,0.74,-0.29,0.45,105.8,104.8,76.7,0.526,0.466,13.5,29,0.264,0.478,13.5,73.5,0.208
261,0,2017-18,PHM,34,18,16,0.5294,0,0.28,0.28,102.9,102.9,78.7,0.545,0.49,15.8,22.9,0.279,0.477,15.4,73.2,0.249
262,1,2017-18,SES,34,15,19,0.4412,0,-0.17,-0.17,105.8,105.8,77.2,0.574,0.53,16.5,20.8,0.236,0.491,14.8,71.1,0.207
263,0,2017-18,DAW,34,16,18,0.4706,-2.65,0.42,-2.23,105.4,108.7,80.5,0.521,0.453,14.3,29.9,0.308,0.521,16,72.7,0.261
264,0,2017-18,ATD,34,12,22,0.3529,-3.76,0.18,-3.59,97.7,102.3,79.6,0.491,0.441,14.1,26.9,0.23,0.479,15.9,74.4,0.256
265,0,2017-18,CSK,34,12,22,0.3529,-5.12,0.32,-4.8,100,106.2,80.7,0.539,0.507,17.2,22.7,0.159,0.476,12.8,70.9,0.226
266,0,2017-18,SAS,34,8,26,0.2353,-6.97,0.56,-6.41,96.2,105.2,76.7,0.508,0.465,18.3,27.7,0.204,0.495,14.5,73.4,0.237
267,0,2017-18,INF,34,9,25,0.2647,-9.21,0.76,-8.45,97.6,109.5,76.3,0.513,0.463,15.6,21.4,0.214,0.521,16.4,70.5,0.269
268,0,2018-19,SES,34,26,8,0.7647,7.56,-0.58,6.98,111.1,101.5,77.9,0.572,0.534,14.3,25,0.203,0.479,14.1,75.2,0.183
269,0,2018-19,COS,34,21,13,0.6176,5.94,-0.4,5.54,110.8,103.3,79.1,0.55,0.519,14,31.3,0.176,0.493,15,76.8,0.225
270,1,2018-19,WAM,34,22,12,0.6471,3.06,-0.1,2.99,110.7,106.6,76.3,0.558,0.51,13,25.5,0.223,0.496,14.9,72.7,0.223
271,0,2018-19,PHM,34,20,14,0.5882,2.53,-0.27,2.26,110.1,106.8,77.9,0.576,0.522,14.6,22.8,0.268,0.478,13,71.6,0.222
272,0,2018-19,ATD,34,23,11,0.6765,2.29,-0.42,1.88,102.9,100,79.5,0.514,0.468,13.5,26.8,0.231,0.468,15.2,72.7,0.203
273,0,2018-19,LAS,34,19,15,0.5588,1.91,-0.14,1.78,104.4,101.8,75.3,0.537,0.497,12.9,21.4,0.188,0.493,16.6,74.1,0.212
274,0,2018-19,DAW,34,15,19,0.4412,1.29,0.08,1.38,109.1,107.5,79.4,0.544,0.49,14.6,31,0.274,0.497,13.2,75.1,0.232
275,0,2018-19,MLY,34,18,16,0.5294,0.68,-0.01,0.67,102.8,101.9,76.8,0.529,0.491,15.4,26.9,0.191,0.497,14.1,79.5,0.179
276,0,2018-19,LVA,34,14,20,0.4118,-2.5,0.27,-2.26,104.1,107.3,80.7,0.521,0.469,13.3,26.1,0.256,0.504,12.9,75.5,0.202
277,0,2018-19,CSK,34,13,21,0.3824,-6.32,0.33,-5.99,104.2,112,79.2,0.547,0.505,15.9,24.6,0.212,0.508,13.3,68.7,0.22
278,0,2018-19,NYL,34,7,27,0.2059,-7.15,0.42,-6.73,99.1,108.2,77.8,0.517,0.481,15.7,24.5,0.178,0.496,13.2,74.7,0.255
279,0,2018-19,INF,34,6,28,0.1765,-9.29,0.8,-8.49,97.8,109.7,77,0.489,0.446,12.6,23.9,0.184,0.522,14.6,73.8,0.225
280,0,2019-20,WAM,34,26,8,0.7647,12,-0.93,11.07,115.9,100.3,76.7,0.579,0.536,12.4,25.9,0.206,0.479,15.5,74.4,0.179
281,0,2019-20,LVA,34,21,13,0.6176,3.41,-0.2,3.21,100.9,96.8,80.8,0.516,0.466,15.1,25.6,0.238,0.45,13.2,78.2,0.192
282,0,2019-20,COS,34,23,11,0.6765,2.88,-0.42,2.46,102.4,98.7,78.7,0.509,0.476,14.3,29.5,0.182,0.487,16.7,78.1,0.203
283,0,2019-20,LAS,34,22,12,0.6471,2.82,-0.14,2.68,101.6,98,78.5,0.522,0.482,14.9,24.6,0.175,0.46,16.5,72.3,0.215
284,0,2019-20,MLY,34,18,16,0.5294,2.47,-0.21,2.27,100.8,97.7,77.7,0.531,0.495,17.1,27.9,0.18,0.484,17.8,75.9,0.185
285,0,2019-20,CSK,34,20,14,0.5882,1.29,0.19,1.49,103.3,101.7,81.6,0.543,0.5,15.6,24.3,0.209,0.462,13.4,74.1,0.199
286,1,2019-20,SES,34,18,16,0.5294,-0.29,0.09,-0.21,98.7,99.1,75.7,0.513,0.474,16.7,26.6,0.182,0.49,17.3,74,0.175
287,0,2019-20,PHM,34,15,19,0.4412,-1.12,-0.05,-1.17,100.5,101.9,75.8,0.529,0.475,14.5,19.8,0.242,0.47,13.6,71.6,0.16
288,0,2019-20,INF,34,13,21,0.3824,-2.71,0.04,-2.67,100.5,104,76.7,0.508,0.464,14.4,26.5,0.202,0.473,13.7,72.7,0.205
289,0,2019-20,DAW,34,10,24,0.2941,-5.79,0.44,-5.36,96.7,104.6,74,0.484,0.436,14.6,29.4,0.202,0.478,15.5,73.7,0.26
290,0,2019-20,NYL,34,10,24,0.2941,-7.32,0.52,-6.8,97.4,106.6,79.5,0.504,0.461,16,25.6,0.193,0.491,13.8,73.2,0.242
291,0,2019-20,ATD,34,8,26,0.2353,-7.65,0.69,-6.96,91.6,101.4,77.4,0.462,0.417,15,25.7,0.196,0.463,14,70.6,0.195
292,0,2020-21,SES,22,18,4,0.8182,11.55,-0.96,10.58,110.4,95.9,79.2,0.575,0.532,14.8,23.4,0.227,0.454,16.7,74,0.202
293,0,2020-21,LVA,22,18,4,0.8182,8.59,-0.72,7.88,109.6,99,81,0.562,0.507,13.4,24.6,0.277,0.485,14.9,78.9,0.157
294,0,2020-21,LAS,22,15,7,0.6818,4.59,-0.38,4.21,105.9,100.2,79.2,0.571,0.535,15.8,19.5,0.199,0.511,18.9,76,0.204
295,0,2020-21,MLY,22,14,8,0.6364,3.82,-0.32,3.5,109.6,104.6,77,0.562,0.518,15.9,30.4,0.223,0.505,16.3,75.1,0.217
296,1,2020-21,CSK,22,12,10,0.5455,2.64,-0.22,2.42,107.6,104.3,80.7,0.58,0.547,16.6,23.3,0.178,0.503,15,76.4,0.205
297,0,2020-21,PHM,22,13,9,0.5909,2,-0.17,1.83,106.8,104.3,80.2,0.564,0.513,15.5,22.2,0.259,0.477,14.2,73.1,0.233
298,0,2020-21,COS,22,10,12,0.4545,0.45,-0.04,0.42,101.7,101.1,78.6,0.513,0.469,14.5,27.8,0.217,0.495,16.9,78.4,0.238
299,0,2020-21,WAM,22,9,13,0.4091,-1.55,0.13,-1.42,103.5,105.5,76.4,0.532,0.493,13.9,21.2,0.181,0.524,16.4,76.1,0.217
300,0,2020-21,DAW,22,8,14,0.3636,-3.55,0.3,-3.25,105.9,110.4,77.8,0.525,0.478,12.1,24.4,0.22,0.521,15.1,73.4,0.257
301,0,2020-21,ATD,22,7,15,0.3182,-6.68,0.56,-6.13,100.1,108.4,80,0.518,0.484,15.5,25.3,0.172,0.513,14.1,75.7,0.231
302,0,2020-21,INF,22,6,16,0.2727,-7.86,0.66,-7.21,104,114,78.5,0.543,0.493,16.6,26.9,0.238,0.521,11.8,74.7,0.252
303,0,2020-21,NYL,22,2,20,0.0909,-14,1.17,-12.83,88.6,105.9,81.1,0.485,0.43,18.5,21.6,0.23,0.491,12.9,77.5,0.208
304,,,,,,,,,,,,,,,,,,,,,,
