Position,Season,Tm,Team,Age,W,L,W/L%,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA
0,2010-11,TSH,Tulsa Shock,26.3,6,28,0.1765,4,30,-11.79,-0.02,-11.81,94.9,109.2,-14.3,81.9,0.294,0.238,0.505,0.466,19,27.8,0.209,0.528,18.5,65.6,0.258
1,2011-12,MLY,Minnesota Lynx,27.7,27,7,0.7941,27,7,7.88,-0.93,6.95,107.1,96.7,10.4,76.1,0.264,0.197,0.533,0.497,14.4,32.9,0.195,0.466,17.2,76.5,0.221
0,2011-12,INF,Indiana Fever,28.5,21,13,0.6176,23,11,3.91,-0.42,3.5,103.5,98.3,5.2,74.8,0.329,0.279,0.546,0.496,17.2,27.5,0.259,0.465,18,68.4,0.22
0,2011-12,COS,Connecticut Sun,25.6,21,13,0.6176,22,12,3.29,-0.18,3.12,101.5,97.3,4.2,77.5,0.276,0.234,0.509,0.466,14.3,27.5,0.211,0.471,16.9,71.6,0.175
0,2011-12,PHM,Phoenix Mercury,27.7,19,15,0.5588,21,13,3,-0.18,2.82,109,105.3,3.7,80.7,0.338,0.278,0.572,0.513,16.5,27.5,0.287,0.487,14.4,71.9,0.227
0,2011-12,SSS,San Antonio Silver Stars,28.3,18,16,0.5294,20,14,2.12,-0.21,1.91,99.7,96.9,2.8,77.3,0.284,0.275,0.521,0.48,14.6,20.3,0.214,0.467,18.1,72.5,0.233
0,2011-12,SES,Seattle Storm,29.9,21,13,0.6176,20,14,1.79,-0.54,1.25,98.5,96,2.5,72.7,0.27,0.294,0.535,0.49,19.4,27.1,0.216,0.458,16.9,73.5,0.207
0,2011-12,ATD,Atlanta Dream,27.1,20,14,0.5882,19,15,1.71,-0.23,1.47,100.4,98.3,2.1,81.2,0.333,0.117,0.503,0.461,15.5,32.1,0.231,0.472,18.4,70.5,0.233
0,2011-12,NYL,New York Liberty,26.1,19,15,0.5588,19,15,1.24,-0.01,1.22,99.7,98.1,1.6,75.7,0.219,0.239,0.511,0.476,16.6,31.1,0.169,0.473,19.1,71.1,0.235
0,2011-12,CSK,Chicago Sky,26.1,14,20,0.4118,16,18,-0.94,0.31,-0.63,96.2,97.4,-1.2,76.6,0.286,0.208,0.521,0.476,19.8,28.5,0.221,0.455,16.5,71.7,0.231
0,2011-12,LAS,Los Angeles Sparks,29.1,15,19,0.4412,12,22,-3.18,0.12,-3.06,101.7,105.9,-4.2,74.7,0.253,0.273,0.539,0.499,17.5,26.6,0.201,0.491,15.2,67.6,0.189
0,2011-12,WAM,Washington Mystics,25.7,6,28,0.1765,6,28,-7.94,1.06,-6.88,94.7,105.3,-10.6,74,0.304,0.24,0.491,0.445,19,33.4,0.222,0.501,16.8,70.8,0.248
0,2011-12,,,26.4,3,31,0.0882,3,31,-12.88,1.21,-11.67,90.8,107.7,-16.9,75.9,0.286,0.275,0.488,0.435,19.5,26.8,0.229,0.528,16.5,72.4,0.237
1,2012-13,MLY,Minnesota Lynx,28.1,27,7,0.7941,29,5,9.79,-0.98,8.81,109.9,97.4,12.5,77.3,0.283,0.243,0.559,0.521,16.5,34.8,0.214,0.454,15.9,72.7,0.204
0,2012-13,INF,Indiana Fever,28,22,12,0.6471,26,8,6,-0.65,5.36,104.4,96.4,8,74.5,0.294,0.303,0.53,0.478,15.6,29.4,0.239,0.471,19.7,68,0.2
0,2012-13,LAS,Los Angeles Sparks,27,24,10,0.7059,25,9,5.76,-0.82,4.94,105.6,98.3,7.3,79.2,0.297,0.234,0.546,0.5,17.4,33.5,0.236,0.46,16.7,69.5,0.197
0,2012-13,SSS,San Antonio Silver Stars,27.6,21,13,0.6176,24,10,5.12,-0.38,4.74,106.8,100.2,6.6,76.2,0.274,0.293,0.541,0.5,14.7,27.7,0.213,0.484,17.5,70.3,0.187
0,2012-13,COS,Connecticut Sun,26.4,25,9,0.7353,23,11,4.21,-0.86,3.35,103.3,98,5.3,77.8,0.283,0.238,0.525,0.473,15.7,29.2,0.234,0.475,17.4,70.2,0.172
0,2012-13,ATD,Atlanta Dream,26.9,19,15,0.5588,21,13,2.82,-0.24,2.59,98,94.5,3.5,78.7,0.304,0.21,0.509,0.465,17.6,29.6,0.225,0.46,19,70.9,0.209
0,2012-13,CSK,Chicago Sky,27.1,14,20,0.4118,17,17,-0.24,0.16,-0.08,97.4,97.7,-0.3,75.6,0.268,0.277,0.515,0.478,19.6,32.8,0.196,0.475,18,74.9,0.245
0,2012-13,SES,Seattle Storm,30,16,18,0.4706,16,18,-0.41,-0.03,-0.44,95.6,96.2,-0.6,74.2,0.295,0.338,0.534,0.493,20.3,22.5,0.221,0.438,15.5,70.4,0.209
0,2012-13,NYL,New York Liberty,28.1,15,19,0.4412,11,23,-4.15,0.22,-3.93,96.1,101.6,-5.5,76,0.2,0.252,0.501,0.469,18.3,29.9,0.151,0.475,16.2,68.4,0.208
0,2012-13,TSH,Tulsa Shock,25.6,9,25,0.2647,8,26,-6.97,1.17,-5.8,98,106.9,-8.9,77.9,0.294,0.31,0.505,0.464,16.2,26.5,0.213,0.531,20,66.2,0.241
0,2012-13,WAM,Washington Mystics,26.7,5,29,0.1471,5,29,-9.71,0.93,-8.78,91.6,104.6,-13,74.6,0.275,0.223,0.486,0.446,19.2,30.3,0.198,0.5,17.9,68.9,0.248
0,2012-13,PHM,Phoenix Mercury,25.2,7,27,0.2059,4,30,-12.24,1.49,-10.75,93,108.3,-15.3,79.5,0.274,0.273,0.472,0.424,17.3,32.6,0.209,0.49,14.2,70,0.232
1,2013-14,MLY,Minnesota Lynx,27.1,26,8,0.7647,29,5,9.35,-0.4,8.95,107.9,95.7,12.2,76.6,0.254,0.153,0.541,0.502,13.7,29.9,0.2,0.446,16,74.5,0.212
0,2013-14,LAS,Los Angeles Sparks,26.4,24,10,0.7059,26,8,6.97,-0.14,6.84,104.5,95.7,8.8,77.5,0.294,0.14,0.543,0.499,15.7,27.9,0.229,0.442,16.7,70.9,0.218
0,2013-14,CSK,Chicago Sky,26.5,24,10,0.7059,25,9,5.85,-1.2,4.65,103.1,95.5,7.6,76.7,0.326,0.212,0.514,0.455,14.2,30.5,0.265,0.439,14.8,74.6,0.197
0,2013-14,ATD,Atlanta Dream,26.7,17,17,0.5000,19,15,1.5,-0.71,0.79,96.6,94.7,1.9,79.1,0.284,0.183,0.492,0.449,16.2,29.5,0.211,0.45,18.5,71.1,0.236
0,2013-14,INF,Indiana Fever,26.4,16,18,0.4706,18,16,0.35,-0.77,-0.41,97.3,96.8,0.5,72,0.284,0.252,0.486,0.436,15.4,30.1,0.222,0.469,19.4,70.4,0.241
0,2013-14,WAM,Washington Mystics,26.2,17,17,0.5000,17,17,0.09,-0.27,-0.18,97.7,97.6,0.1,77,0.311,0.201,0.501,0.448,16.7,29.1,0.245,0.449,15.6,71.4,0.218
0,2013-14,PHM,Phoenix Mercury,25.9,19,15,0.5588,16,18,-0.56,0.57,0.01,101.3,102,-0.7,78.3,0.325,0.247,0.544,0.49,17.1,24.6,0.264,0.45,12.8,72.7,0.236
0,2013-14,TSH,Tulsa Shock,25.2,11,23,0.3235,14,20,-2.24,0.77,-1.47,99.4,102.3,-2.9,75.7,0.319,0.302,0.51,0.456,16.7,28.6,0.25,0.488,17.2,69.4,0.223
0,2013-14,SES,Seattle Storm,28.9,17,17,0.5000,13,21,-2.38,0.49,-1.9,97.6,100.9,-3.3,72.7,0.303,0.291,0.524,0.47,18.8,25.9,0.248,0.468,15.8,71.9,0.246
0,2013-14,COS,Connecticut Sun,26.1,10,24,0.2941,8,26,-5.82,0.22,-5.6,92.4,100,-7.6,76.6,0.233,0.2,0.468,0.43,15.8,27.8,0.172,0.466,16.6,68,0.216
0,2013-14,SSS,San Antonio Silver Stars,26.6,12,22,0.3529,9,25,-5.76,0.96,-4.81,95.2,102.8,-7.6,75.5,0.239,0.266,0.481,0.443,15.2,26.6,0.179,0.493,17,70.5,0.217
0,2013-14,NYL,New York Liberty,28.8,11,23,0.3235,7,27,-7.35,0.48,-6.87,90.5,100.1,-9.6,76.1,0.243,0.162,0.472,0.431,18.4,29.9,0.184,0.452,13.5,72.9,0.205
1,2014-15,PHM,Phoenix Mercury,28.7,29,5,0.8529,29,5,9.41,-0.67,8.74,107.8,95.7,12.1,76.6,0.316,0.234,0.574,0.525,15.2,22.3,0.257,0.441,14.8,72.5,0.17
0,2014-15,MLY,Minnesota Lynx,27.7,25,9,0.7353,23,11,4.47,-0.14,4.34,105.6,99.8,5.8,76.5,0.281,0.166,0.541,0.495,14,25.9,0.224,0.469,14.6,74.9,0.183
0,2014-15,ATD,Atlanta Dream,27.5,19,15,0.5588,20,14,2.06,-0.71,1.35,99,96.5,2.5,79.3,0.29,0.21,0.506,0.464,16.8,32.3,0.213,0.466,18.3,72.9,0.227
0,2014-15,WAM,Washington Mystics,25.6,16,18,0.4706,18,16,0.44,-0.59,-0.15,97.9,97.3,0.6,73.9,0.259,0.253,0.51,0.465,17.5,29.2,0.207,0.443,14.2,71.3,0.193
0,2014-15,LAS,Los Angeles Sparks,27.4,16,18,0.4706,17,17,-0.21,0.57,0.36,99.1,99.4,-0.3,76.7,0.251,0.124,0.519,0.477,16.3,26.3,0.2,0.485,18,72.5,0.21
0,2014-15,INF,Indiana Fever,26,16,18,0.4706,15,19,-0.97,-0.32,-1.29,99,100.3,-1.3,73.8,0.325,0.233,0.509,0.459,16.9,30.5,0.245,0.473,17.7,71.9,0.28
0,2014-15,COS,Connecticut Sun,25.4,13,21,0.3824,14,20,-1.82,-0.3,-2.12,97.9,100.2,-2.3,76.5,0.255,0.197,0.486,0.446,15.9,32.5,0.189,0.474,17.5,70.5,0.252
0,2014-15,SAS,San Antonio Stars,27.3,16,18,0.4706,14,20,-1.76,0.67,-1.1,102.3,104.6,-2.3,74.9,0.238,0.275,0.522,0.479,14.5,25.4,0.196,0.507,16.2,73.3,0.213
0,2014-15,CSK,Chicago Sky,25.4,15,19,0.4412,14,20,-2.03,-0.19,-2.22,98.2,100.8,-2.6,76.7,0.289,0.159,0.512,0.46,16.2,25.8,0.234,0.453,14.5,69.5,0.219
0,2014-15,TSH,Tulsa Shock,24.4,12,22,0.3529,14,20,-2.09,0.71,-1.38,104.8,107.5,-2.7,76.6,0.321,0.257,0.516,0.466,14.8,32.3,0.246,0.501,15.4,71.2,0.272
0,2014-15,NYL,New York Liberty,27.9,15,19,0.4412,12,22,-3.06,-0.14,-3.2,94.4,98.4,-4,75.6,0.283,0.152,0.491,0.445,16.4,26.6,0.213,0.465,15.3,74.8,0.206
0,2014-15,SES,Seattle Storm,28.7,12,22,0.3529,10,24,-4.44,1.11,-3.33,96.6,102.7,-6.1,72.6,0.262,0.292,0.527,0.485,17.9,20.7,0.204,0.491,15.7,72.9,0.214
1,2015-16,CSK,Chicago Sky,26.9,21,13,0.6176,23,11,4.06,0.22,4.28,105.4,100.2,5.2,77.8,0.271,0.18,0.525,0.476,13.3,28.8,0.224,0.463,14.4,74.9,0.22
0,2015-16,MLY,Minnesota Lynx,29.3,22,12,0.6471,23,11,3.74,-1.09,2.65,100.5,95.5,5,74.8,0.252,0.188,0.517,0.472,15.2,26.2,0.206,0.453,14.9,76.8,0.176
0,2015-16,NYL,New York Liberty,26.9,23,11,0.6765,22,12,3.32,0.28,3.61,97.4,93,4.4,75.8,0.305,0.188,0.505,0.455,16.6,29.2,0.236,0.438,16.8,78.3,0.234
0,2015-16,PHM,Phoenix Mercury,28,20,14,0.5882,21,13,2.85,-0.83,2.03,99.7,95.9,3.8,74.1,0.303,0.226,0.526,0.474,15.3,22.2,0.246,0.432,14.7,72.7,0.203
0,2015-16,WAM,Washington Mystics,25.6,18,16,0.5294,21,13,2.32,0.53,2.85,99.2,96.1,3.1,73.6,0.265,0.272,0.514,0.469,15.5,24.6,0.21,0.436,15.7,70.3,0.208
0,2015-16,INF,Indiana Fever,26.7,20,14,0.5882,20,14,1.88,0.57,2.45,101,98.5,2.5,76.4,0.328,0.229,0.521,0.465,16.2,28.4,0.262,0.475,18.4,72.9,0.248
0,2015-16,TSH,Tulsa Shock,25.3,18,16,0.5294,18,16,0.65,-0.66,-0.01,102.9,102,0.9,75,0.342,0.276,0.5,0.44,13.9,31.4,0.271,0.482,15.9,74.1,0.244
0,2015-16,LAS,Los Angeles Sparks,27.3,14,20,0.4118,15,19,-0.94,-0.72,-1.66,100.2,101.5,-1.3,72.9,0.255,0.231,0.531,0.486,16,22.9,0.207,0.451,13,73.3,0.247
0,2015-16,COS,Connecticut Sun,25,15,19,0.4412,14,20,-1.62,0.85,-0.77,99,101.2,-2.2,74.1,0.237,0.271,0.503,0.468,15.4,26.9,0.176,0.477,17.2,70.6,0.244
0,2015-16,ATD,Atlanta Dream,27.4,15,19,0.4412,14,20,-1.97,0.88,-1.09,98.6,101.1,-2.5,78.3,0.313,0.224,0.501,0.447,17.1,32,0.246,0.477,17.7,73,0.295
0,2015-16,SES,Seattle Storm,26.2,10,24,0.2941,9,25,-5.65,-0.16,-5.8,93.2,100.7,-7.5,75.6,0.261,0.238,0.519,0.473,18.2,17.3,0.212,0.47,14.8,74,0.219
0,2015-16,SAS,San Antonio Stars,26.3,8,26,0.2353,5,29,-8.65,0.12,-8.53,89.6,101,-11.4,75.7,0.271,0.197,0.469,0.419,16.1,23,0.21,0.487,15.2,73.8,0.176
1,2016-17,MLY,Minnesota Lynx,30.6,28,6,0.8235,28,6,8.82,-0.7,8.13,108.2,97.1,11.1,78.2,0.315,0.175,0.551,0.5,14.8,30.2,0.254,0.458,16.7,75.6,0.233
0,2016-17,LAS,Los Angeles Sparks,28.7,26,8,0.7647,26,8,7.09,-0.77,6.31,107.8,98.6,9.2,76.4,0.29,0.245,0.574,0.533,15.9,22.3,0.229,0.471,16.1,73.2,0.201
0,2016-17,PHM,Phoenix Mercury,29.3,16,18,0.4706,19,15,1.29,-0.24,1.05,106.2,104.5,1.7,78.5,0.362,0.277,0.563,0.501,15.5,23,0.304,0.481,15.2,72.6,0.242
0,2016-17,NYL,New York Liberty,27.1,21,13,0.6176,18,16,0.79,-0.07,0.72,101.6,100.6,1,78.3,0.316,0.179,0.517,0.466,15.7,29.6,0.246,0.456,13.7,76.1,0.245
0,2016-17,CSK,Chicago Sky,27.8,18,16,0.5294,18,16,0.62,-0.09,0.53,108.4,107.6,0.8,78.7,0.261,0.153,0.537,0.49,13.1,29.8,0.216,0.486,13.5,74.1,0.271
0,2016-17,SES,Seattle Storm,26.6,16,18,0.4706,18,16,0.62,0.17,0.76,104.9,104.1,0.8,76.7,0.301,0.32,0.565,0.514,16.8,22.1,0.25,0.482,14.2,72.1,0.204
0,2016-17,INF,Indiana Fever,27.6,17,17,0.5000,16,18,-0.38,0.05,-0.33,103.7,104.2,-0.5,77,0.305,0.244,0.542,0.486,16.5,26.8,0.258,0.508,17.7,73.3,0.273
0,2016-17,COS,Connecticut Sun,25,14,20,0.4118,15,19,-1.38,0.05,-1.3,102.7,104.4,-1.7,79.1,0.281,0.256,0.515,0.478,15,29.6,0.201,0.499,17.2,73.7,0.291
0,2016-17,WAM,Washington Mystics,25,13,21,0.3824,15,19,-1.47,0.13,-1.34,103.8,105.7,-1.9,76.1,0.33,0.297,0.531,0.476,14.4,24.3,0.264,0.483,14.3,71.6,0.246
0,2016-17,ATD,Atlanta Dream,25.7,17,17,0.5000,14,20,-2.21,0.14,-2.06,101.1,103.9,-2.8,79.1,0.389,0.189,0.508,0.449,14.7,30.5,0.293,0.47,14.7,71.9,0.252
0,2016-17,DAW,Dallas Wings,26.1,11,23,0.3235,10,24,-5.59,0.48,-5.11,102.9,109.9,-7,78.6,0.344,0.311,0.511,0.45,14.7,29.3,0.277,0.51,14.7,70.7,0.272
0,2016-17,SAS,San Antonio Stars,25.3,7,27,0.2059,6,28,-8.21,0.84,-7.37,94.4,105.1,-10.7,75.5,0.276,0.228,0.49,0.439,16.1,24.2,0.22,0.477,14.8,71.3,0.282
1,2017-18,MLY,Minnesota Lynx,31.3,27,7,0.7941,30,4,11.12,-0.89,10.22,109.3,95.1,14.2,78.1,0.272,0.238,0.563,0.523,15.7,30.3,0.216,0.466,17.5,75.9,0.18
0,2017-18,LAS,Los Angeles Sparks,28.1,26,8,0.7647,28,6,8.32,-0.74,7.59,107.1,96.4,10.7,77.4,0.273,0.236,0.564,0.52,15.2,22.2,0.225,0.477,18.5,74.1,0.212
0,2017-18,COS,Connecticut Sun,24.9,21,13,0.6176,23,11,4.41,-0.28,4.14,106,100.6,5.4,81.1,0.278,0.249,0.531,0.493,13.4,27.3,0.206,0.479,15.2,77.6,0.222
0,2017-18,NYL,New York Liberty,26.8,22,12,0.6471,22,12,3.12,-0.14,2.98,102.9,98.9,4,77.2,0.285,0.246,0.512,0.466,14.4,30.7,0.222,0.452,13.6,78.8,0.238
0,2017-18,WAM,Washington Mystics,27,18,16,0.5294,18,16,0.74,-0.29,0.45,105.8,104.8,1,76.7,0.313,0.315,0.526,0.466,13.5,29,0.264,0.478,13.5,73.5,0.208
0,2017-18,PHM,Phoenix Mercury,29.6,18,16,0.5294,17,17,0,0.28,0.28,102.9,102.9,0,78.7,0.354,0.295,0.545,0.49,15.8,22.9,0.279,0.477,15.4,73.2,0.249
0,2017-18,SES,Seattle Storm,27.6,15,19,0.4412,17,17,0,-0.17,-0.17,105.8,105.8,0,77.2,0.292,0.314,0.574,0.53,16.5,20.8,0.236,0.491,14.8,71.1,0.207
0,2017-18,DAW,Dallas Wings,24.8,16,18,0.4706,13,21,-2.65,0.42,-2.23,105.4,108.7,-3.3,80.5,0.374,0.295,0.521,0.453,14.3,29.9,0.308,0.521,16,72.7,0.261
0,2017-18,ATD,Atlanta Dream,26,12,22,0.3529,12,22,-3.76,0.18,-3.59,97.7,102.3,-4.6,79.6,0.302,0.218,0.491,0.441,14.1,26.9,0.23,0.479,15.9,74.4,0.256
0,2017-18,CSK,Chicago Sky,27.9,12,22,0.3529,10,24,-5.12,0.32,-4.8,100,106.2,-6.2,80.7,0.203,0.243,0.539,0.507,17.2,22.7,0.159,0.476,12.8,70.9,0.226
0,2017-18,SAS,San Antonio Stars,25.8,8,26,0.2353,8,26,-6.97,0.56,-6.41,96.2,105.2,-9,76.7,0.265,0.218,0.508,0.465,18.3,27.7,0.204,0.495,14.5,73.4,0.237
0,2017-18,INF,Indiana Fever,27.3,9,25,0.2647,6,28,-9.21,0.76,-8.45,97.6,109.5,-11.9,76.3,0.254,0.223,0.513,0.463,15.6,21.4,0.214,0.521,16.4,70.5,0.269
1,2018-19,SES,Seattle Storm,27.3,26,8,0.7647,27,7,7.56,-0.58,6.98,111.1,101.5,9.6,77.9,0.251,0.349,0.572,0.534,14.3,25,0.203,0.479,14.1,75.2,0.183
0,2018-19,COS,Connecticut Sun,25.5,21,13,0.6176,25,9,5.94,-0.4,5.54,110.8,103.3,7.5,79.1,0.236,0.286,0.55,0.519,14,31.3,0.176,0.493,15,76.8,0.225
0,2018-19,WAM,Washington Mystics,27.9,22,12,0.6471,21,13,3.06,-0.1,2.99,110.7,106.6,4.1,76.3,0.26,0.344,0.558,0.51,13,25.5,0.223,0.496,14.9,72.7,0.223
0,2018-19,PHM,Phoenix Mercury,30.7,20,14,0.5882,21,13,2.53,-0.27,2.26,110.1,106.8,3.3,77.9,0.316,0.36,0.576,0.522,14.6,22.8,0.268,0.478,13,71.6,0.222
0,2018-19,ATD,Atlanta Dream,27.4,23,11,0.6765,20,14,2.29,-0.42,1.88,102.9,100,2.9,79.5,0.31,0.263,0.514,0.468,13.5,26.8,0.231,0.468,15.2,72.7,0.203
0,2018-19,LAS,Los Angeles Sparks,28.7,19,15,0.5588,20,14,1.91,-0.14,1.78,104.4,101.8,2.6,75.3,0.232,0.259,0.537,0.497,12.9,21.4,0.188,0.493,16.6,74.1,0.212
0,2018-19,DAW,Dallas Wings,25.1,15,19,0.4412,19,15,1.29,0.08,1.38,109.1,107.5,1.6,79.4,0.346,0.32,0.544,0.49,14.6,31,0.274,0.497,13.2,75.1,0.232
0,2018-19,MLY,Minnesota Lynx,31.1,18,16,0.5294,18,16,0.68,-0.01,0.67,102.8,101.9,0.9,76.8,0.245,0.231,0.529,0.491,15.4,26.9,0.191,0.497,14.1,79.5,0.179
0,2018-19,LVA,Las Vegas Aces,24.5,14,20,0.4118,13,21,-2.5,0.27,-2.26,104.1,107.3,-3.2,80.7,0.332,0.155,0.521,0.469,13.3,26.1,0.256,0.504,12.9,75.5,0.202
0,2018-19,CSK,Chicago Sky,25.7,13,21,0.3824,9,25,-6.32,0.33,-5.99,104.2,112,-7.8,79.2,0.266,0.288,0.547,0.505,15.9,24.6,0.212,0.508,13.3,68.7,0.22
0,2018-19,NYL,New York Liberty,27,7,27,0.2059,8,26,-7.15,0.42,-6.73,99.1,108.2,-9.1,77.8,0.234,0.308,0.517,0.481,15.7,24.5,0.178,0.496,13.2,74.7,0.255
0,2018-19,INF,Indiana Fever,25.9,6,28,0.1765,6,28,-9.29,0.8,-8.49,97.8,109.7,-11.9,77,0.227,0.245,0.489,0.446,12.6,23.9,0.184,0.522,14.6,73.8,0.225
1,2019-20,WAM,Washington Mystics,27.3,26,8,0.7647,30,4,12,-0.93,11.07,115.9,100.3,15.6,76.7,0.235,0.364,0.579,0.536,12.4,25.9,0.206,0.479,15.5,74.4,0.179
0,2019-20,LVA,Las Vegas Aces,25.8,21,13,0.6176,22,12,3.41,-0.2,3.21,100.9,96.8,4.1,80.8,0.306,0.213,0.516,0.466,15.1,25.6,0.238,0.45,13.2,78.2,0.192
0,2019-20,COS,Connecticut Sun,26.1,23,11,0.6765,21,13,2.88,-0.42,2.46,102.4,98.7,3.7,78.7,0.259,0.294,0.509,0.476,14.3,29.5,0.182,0.487,16.7,78.1,0.203
0,2019-20,LAS,Los Angeles Sparks,27,22,12,0.6471,21,13,2.82,-0.14,2.68,101.6,98,3.6,78.5,0.209,0.297,0.522,0.482,14.9,24.6,0.175,0.46,16.5,72.3,0.215
0,2019-20,MLY,Minnesota Lynx,26.8,18,16,0.5294,21,13,2.47,-0.21,2.27,100.8,97.7,3.1,77.7,0.23,0.261,0.531,0.495,17.1,27.9,0.18,0.484,17.8,75.9,0.185
0,2019-20,CSK,Chicago Sky,27.1,20,14,0.5882,19,15,1.29,0.19,1.49,103.3,101.7,1.6,81.6,0.255,0.309,0.543,0.5,15.6,24.3,0.209,0.462,13.4,74.1,0.199
0,2019-20,SES,Seattle Storm,27.3,18,16,0.5294,17,17,-0.29,0.09,-0.21,98.7,99.1,-0.4,75.7,0.23,0.319,0.513,0.474,16.7,26.6,0.182,0.49,17.3,74,0.175
0,2019-20,PHM,Phoenix Mercury,30.3,15,19,0.4412,15,19,-1.12,-0.05,-1.17,100.5,101.9,-1.4,75.8,0.286,0.314,0.529,0.475,14.5,19.8,0.242,0.47,13.6,71.6,0.16
0,2019-20,INF,Indiana Fever,26,13,21,0.3824,13,21,-2.71,0.04,-2.67,100.5,104,-3.5,76.7,0.254,0.244,0.508,0.464,14.4,26.5,0.202,0.473,13.7,72.7,0.205
0,2019-20,DAW,Dallas Wings,24.4,10,24,0.2941,9,25,-5.79,0.44,-5.36,96.7,104.6,-7.9,74,0.249,0.292,0.484,0.436,14.6,29.4,0.202,0.478,15.5,73.7,0.26
0,2019-20,NYL,New York Liberty,26.5,10,24,0.2941,7,27,-7.32,0.52,-6.8,97.4,106.6,-9.2,79.5,0.246,0.282,0.504,0.461,16,25.6,0.193,0.491,13.8,73.2,0.242
0,2019-20,ATD,Atlanta Dream,27.1,8,26,0.2353,7,27,-7.65,0.69,-6.96,91.6,101.4,-9.8,77.4,0.26,0.318,0.462,0.417,15,25.7,0.196,0.463,14,70.6,0.195
1,2020-21,SES,Seattle Storm,27.8,18,4,0.8182,19,3,11.55,-0.96,10.58,110.4,95.9,14.5,79.2,0.278,0.315,0.575,0.532,14.8,23.4,0.227,0.454,16.7,74,0.202
0,2020-21,LVA,Las Vegas Aces,27.1,18,4,0.8182,18,4,8.59,-0.72,7.88,109.6,99,10.6,81,0.34,0.167,0.562,0.507,13.4,24.6,0.277,0.485,14.9,78.9,0.157
0,2020-21,LAS,Los Angeles Sparks,28.6,15,7,0.6818,15,7,4.59,-0.38,4.21,105.9,100.2,5.7,79.2,0.251,0.271,0.571,0.535,15.8,19.5,0.199,0.511,18.9,76,0.204
0,2020-21,MLY,Minnesota Lynx,24.8,14,8,0.6364,14,8,3.82,-0.32,3.5,109.6,104.6,5,77,0.273,0.321,0.562,0.518,15.9,30.4,0.223,0.505,16.3,75.1,0.217
0,2020-21,CSK,Chicago Sky,27.2,12,10,0.5455,13,9,2.64,-0.22,2.42,107.6,104.3,3.3,80.7,0.218,0.317,0.58,0.547,16.6,23.3,0.178,0.503,15,76.4,0.205
0,2020-21,PHM,Phoenix Mercury,28,13,9,0.5909,13,9,2,-0.17,1.83,106.8,104.3,2.5,80.2,0.314,0.366,0.564,0.513,15.5,22.2,0.259,0.477,14.2,73.1,0.233
0,2020-21,COS,Connecticut Sun,27.5,10,12,0.4545,11,11,0.45,-0.04,0.42,101.7,101.1,0.6,78.6,0.288,0.273,0.513,0.469,14.5,27.8,0.217,0.495,16.9,78.4,0.238
0,2020-21,WAM,Washington Mystics,27.1,9,13,0.4091,10,12,-1.55,0.13,-1.42,103.5,105.5,-2,76.4,0.22,0.356,0.532,0.493,13.9,21.2,0.181,0.524,16.4,76.1,0.217
0,2020-21,DAW,Dallas Wings,23.8,8,14,0.3636,8,14,-3.55,0.3,-3.25,105.9,110.4,-4.5,77.8,0.27,0.389,0.525,0.478,12.1,24.4,0.22,0.521,15.1,73.4,0.257
0,2020-21,ATD,Atlanta Dream,25.8,7,15,0.3182,5,17,-6.68,0.56,-6.13,100.1,108.4,-8.3,80,0.227,0.237,0.518,0.484,15.5,25.3,0.172,0.513,14.1,75.7,0.231
0,2020-21,INF,Indiana Fever,25.5,6,16,0.2727,5,17,-7.86,0.66,-7.21,104,114,-10,78.5,0.29,0.3,0.543,0.493,16.6,26.9,0.238,0.521,11.8,74.7,0.252
0,2020-21,NYL,New York Liberty,24.3,2,20,0.0909,2,20,-14,1.17,-12.83,88.6,105.9,-17.3,81.1,0.28,0.415,0.485,0.43,18.5,21.6,0.23,0.491,12.9,77.5,0.208
1,2021-22,COS,Connecticut Sun,28.3,26,6,0.8125,28,4,9.81,-0.95,8.86,106.9,93.7,13.2,74,0.27,0.298,0.543,0.497,15.9,31.2,0.22,0.459,16.1,82.1,0.201
0,2021-22,LVA,Las Vegas Aces,26.4,24,8,0.7500,26,6,9.06,-0.62,8.44,109.1,98,11.1,80.8,0.312,0.192,0.559,0.508,12.6,21.3,0.255,0.464,12.5,80,0.165
0,2021-22,SES,Seattle Storm,28.1,21,11,0.6563,22,10,4.44,-0.63,3.8,106.3,100.7,5.6,78.2,0.246,0.328,0.556,0.512,13.9,20.9,0.206,0.483,14.4,78.6,0.18
0,2021-22,MLY,Minnesota Lynx,27.6,22,10,0.6875,21,11,4,-0.37,3.63,104.2,99.1,5.1,78.7,0.26,0.296,0.553,0.508,15.8,22.3,0.218,0.476,14.6,79.7,0.194
0,2021-22,PHM,Phoenix Mercury,28.4,19,13,0.5938,19,13,2.56,-0.12,2.45,106.5,103.2,3.3,76.4,0.295,0.332,0.553,0.507,14.7,23.8,0.235,0.466,11.3,75.1,0.167
0,2021-22,CSK,Chicago Sky,28.4,16,16,0.5000,18,14,1.31,-0.22,1.1,102.9,101.3,1.6,79.6,0.243,0.304,0.538,0.493,15.1,23.8,0.205,0.48,15.9,73.9,0.212
